자전거번호,대여일시,대여 대여소번호,대여 대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간(분),이용거리(M),생년,성별,이용자종류,대여대여소ID,반납대여소ID,자전거구분
SPB-08001,2017-09-01 01:18:44,02119,중앙동 동진빌딩,5,2017-09-01 01:31:43,02137,KT&G 관악지점,8,12,940.00,1973,F,내국인,ST-884,ST-723,LCD자전거
SPB-01826,2017-09-01 00:33:52,00501,광진문화예술회관 앞,15,2017-09-01 01:31:48,00502,자양(뚝섬한강공원)역 1번출구 앞,12,57,6020.00,1994,M,내국인,ST-98,ST-99,LCD자전거
SPB-06856,2017-09-01 01:21:55,01620,중계구민체육센터,10,2017-09-01 01:31:50,01637,KT 전화국 버스정류장 옆,2,9,1480.00,1983,M,내국인,ST-867,ST-611,LCD자전거
SPB-10416,2017-09-01 01:04:19,01011,LIGA 아파트 앞,2,2017-09-01 01:32:24,01213,백토공원 앞,3,27,2000.00,1998,M,내국인,ST-495,ST-543,LCD자전거
SPB-03228,2017-09-01 01:07:40,01011,LIGA 아파트 앞,12,2017-09-01 01:32:24,01213,백토공원 앞,19,24,4050.00,1998,M,내국인,ST-495,ST-543,LCD자전거
SPB-05254,2017-09-01 01:12:30,00374,신당동주민센터앞,1,2017-09-01 01:32:26,00530,청계벽산아파트 앞,1,19,2630.00,1971,F,내국인,ST-189,ST-244,LCD자전거
SPB-00889,2017-09-01 01:03:07,00340,혜화동 로터리,1,2017-09-01 01:32:29,01322,래미안라센트아파트 103동 앞,10,29,6180.00,1995,F,내국인,ST-156,ST-565,LCD자전거
SPB-06215,2017-09-01 01:04:20,00113,홍대입구역 2번출구 앞,18,2017-09-01 01:32:37,00160,북아현동 가구거리,18,27,3680.00,1993,F,내국인,ST-18,ST-217,LCD자전거
SPB-02999,2017-09-01 01:11:29,00191,서우빌딩,7,2017-09-01 01:32:39,00908,구산역 4번출구,2,20,4510.00,1992,M,내국인,ST-347,ST-456,LCD자전거
SPB-03668,2017-09-01 00:35:02,00561,서울숲역 2번출구 앞,4,2017-09-01 01:32:40,01429,장안중학교,14,57,10610.00,1990,F,내국인,ST-362,ST-854,LCD자전거
SPB-11932,2017-09-01 00:43:36,00548,자양나들목,9,2017-09-01 01:32:42,00538,답십리역 8번출구 앞,2,44,1790.00,1991,M,내국인,ST-258,ST-250,LCD자전거
SPB-09423,2017-09-01 00:56:54,01606,태릉입구역 3번출구,8,2017-09-01 01:32:50,01414,사가정역 2번출구,5,32,2160.00,1997,F,내국인,ST-602,ST-849,LCD자전거
SPB-03669,2017-09-01 00:49:29,00548,자양나들목,5,2017-09-01 01:33:03,00546,잠실대교북단 교차로,6,43,7040.00,2001,M,내국인,ST-258,ST-257,LCD자전거
SPB-04998,2017-09-01 01:14:42,01011,LIGA 아파트 앞,1,2017-09-01 01:33:04,01213,백토공원 앞,1,18,3970.00,1998,M,내국인,ST-495,ST-543,LCD자전거
SPB-11844,2017-09-01 01:23:33,00301,경복궁역 7번출구 앞,14,2017-09-01 01:33:15,00327,낙원상가 옆,8,9,460.00,1967,M,내국인,ST-117,ST-143,LCD자전거
SPB-11573,2017-09-01 01:18:12,00169,북가좌 삼거리,11,2017-09-01 01:33:17,00913,이마트 버스정류장(서부경찰서 방면),7,14,160.00,1987,M,내국인,ST-226,ST-461,LCD자전거
SPB-01223,2017-09-01 01:06:43,99999,영남센터,1,2017-09-01 01:33:24,00137,신촌기차역입구 교차로,9,26,3750.00,1970,M,내국인,ST-229,ST-39,LCD자전거
SPB-04353,2017-09-01 01:27:28,00372,약수역 3번출구 뒤,6,2017-09-01 01:33:25,00522,금호역 1번출구 앞,2,5,840.00,1968,M,내국인,ST-187,ST-238,LCD자전거
SPB-02824,2017-09-01 00:41:49,00184,망원우체국사거리 인근,3,2017-09-01 01:33:25,00207,여의나루역 1번출구 앞,14,51,7600.00,\N,\N,비회원,ST-342,ST-73,LCD자전거
SPB-00400,2017-09-01 00:15:11,00176,명지대학교 도서관,7,2017-09-01 01:33:27,00134,연세로 명물길,7,77,5390.00,\N,\N,비회원,ST-555,ST-36,LCD자전거
SPB-07481,2017-09-01 00:51:15,00548,자양나들목,4,2017-09-01 01:33:28,00546,잠실대교북단 교차로,8,41,0.00,2000,F,내국인,ST-258,ST-257,LCD자전거
SPB-00764,2017-09-01 00:47:31,01128,화곡역 6번출구,7,2017-09-01 01:33:29,01130,화곡본동시장 버스정류장,4,45,4820.00,1988,M,내국인,ST-829,ST-526,LCD자전거
SPB-05909,2017-09-01 00:51:55,00641,용두역 4번출구,2,2017-09-01 01:33:32,00634,외국어대 정문 앞,10,41,8480.00,1978,M,내국인,ST-408,ST-401,LCD자전거
SPB-00240,2017-09-01 01:15:15,00516,광진메디칼 앞,7,2017-09-01 01:33:40,00576,광나루역 3번 출구,7,18,3680.00,1994,M,내국인,ST-114,ST-387,LCD자전거
SPB-04532,2017-09-01 01:29:48,00201,진미파라곤 앞,2,2017-09-01 01:33:57,00206,KBS 앞,19,3,1130.00,1959,M,내국인,ST-46,ST-53,LCD자전거
SPB-03226,2017-09-01 01:30:33,99998,상암센터,13,2017-09-01 01:33:57,00140,이화여대 후문,1,3,630.00,1976,M,내국인,ST-34,ST-41,LCD자전거
SPB-11537,2017-09-01 01:16:56,00243,이앤씨드림타워 앞,1,2017-09-01 01:33:59,00256,동아에코빌입구,1,17,520.00,1983,M,내국인,ST-292,ST-304,LCD자전거
SPB-06694,2017-09-01 01:23:14,01636,상계주공2단지 버스정류장 옆,4,2017-09-01 01:33:59,01617,하계동 중평어린이공원 앞,14,10,1900.00,1993,M,내국인,ST-610,ST-606,LCD자전거
SPB-03095,2017-09-01 01:23:03,02332,선릉역3번출구,3,2017-09-01 01:34:05,02332,선릉역3번출구,6,10,810.00,1969,M,내국인,ST-815,ST-815,LCD자전거
SPB-05631,2017-09-01 01:27:06,00504,신자초교입구교차로,1,2017-09-01 01:34:06,00546,잠실대교북단 교차로,1,6,940.00,1995,F,내국인,ST-101,ST-257,LCD자전거
SPB-04237,2017-09-01 01:28:48,00900,은평예술회관,12,2017-09-01 01:34:17,00917,녹번역 3번출구,5,5,1060.00,1973,M,내국인,ST-448,ST-465,LCD자전거
SPB-00770,2017-09-01 01:31:25,00215,여의도고교 앞,2,2017-09-01 01:34:27,00215,여의도고교 앞,2,2,210.00,1996,M,내국인,ST-64,ST-64,LCD자전거
SPB-01823,2017-09-01 01:04:38,00634,외국어대 정문 앞,13,2017-09-01 01:34:29,00519,양지사거리,11,29,5350.00,1988,M,내국인,ST-401,ST-235,LCD자전거
SPB-03813,2017-09-01 01:27:23,00616,서울시립대 정문 앞 A,6,2017-09-01 01:34:29,00617,청솔우성아파트 앞,20,6,1430.00,1993,M,내국인,ST-275,ST-276,LCD자전거
SPB-00235,2017-09-01 01:27:12,01126,우장산역 1번출구옆(우장산아이파크105동앞),7,2017-09-01 01:34:40,01148,볏골공원,9,7,1480.00,1969,M,내국인,ST-523,ST-538,LCD자전거
SPB-08785,2017-09-01 01:02:46,00138,신촌동 제1공영주차장 앞,3,2017-09-01 01:34:45,00170,DMC파크뷰자이아파트 302동 앞,2,30,4640.00,1990,M,내국인,ST-40,ST-227,LCD자전거
SPB-10539,2017-09-01 00:48:57,00223,진주아파트상가 앞,20,2017-09-01 01:34:45,00169,북가좌 삼거리,15,43,6630.00,1971,M,내국인,ST-69,ST-226,LCD자전거
SPB-06715,2017-09-01 01:02:55,00138,신촌동 제1공영주차장 앞,1,2017-09-01 01:34:49,00170,DMC파크뷰자이아파트 302동 앞,5,31,4560.00,1996,F,내국인,ST-40,ST-227,LCD자전거
SPB-10966,2017-09-01 01:24:56,00819,선린인터넷 고등학교,3,2017-09-01 01:35:05,00800,목월공원 앞,9,9,890.00,1974,F,내국인,ST-438,ST-322,LCD자전거
SPB-11606,2017-09-01 01:21:17,00267,삼성화재 사옥 옆,1,2017-09-01 01:35:07,00244,영등포삼환아파트 앞,14,12,480.00,1964,M,내국인,ST-421,ST-293,LCD자전거
SPB-11411,2017-09-01 00:05:04,00914,새절역 2번출구,9,2017-09-01 01:35:07,00914,새절역 2번출구,17,82,2990.00,\N,F,비회원,ST-462,ST-462,LCD자전거
SPB-06767,2017-09-01 01:09:21,01405,망우역 1번출구,7,2017-09-01 01:35:10,01606,태릉입구역 3번출구,8,25,4340.00,1980,M,내국인,ST-568,ST-602,LCD자전거
SPB-05438,2017-09-01 01:09:13,02141,미림여고입구 교차로,3,2017-09-01 01:35:11,00237,보라매 두산위브 건너편,1,25,4520.00,1992,M,내국인,ST-885,ST-286,LCD자전거
SPB-04381,2017-09-01 01:26:57,00102,망원역 1번출구 앞,10,2017-09-01 01:35:14,00421,마포구청 앞,2,7,1550.00,1977,M,내국인,ST-4,ST-82,LCD자전거
SPB-07814,2017-09-01 01:19:40,00363,신설동역 11번출구 뒤,3,2017-09-01 01:35:21,00378,청계7가 사거리,2,14,150.00,1991,M,내국인,ST-177,ST-193,LCD자전거
SPB-06208,2017-09-01 00:07:11,02102,봉림교 교통섬,5,2017-09-01 01:35:23,02102,봉림교 교통섬,8,87,6560.00,1991,M,내국인,ST-702,ST-702,LCD자전거
SPB-12061,2017-09-01 00:05:02,00914,새절역 2번출구,7,2017-09-01 01:35:23,00914,새절역 2번출구,6,84,6880.00,\N,F,비회원,ST-462,ST-462,LCD자전거
SPB-04762,2017-09-01 01:31:44,00417,DMC역 2번출구 옆,1,2017-09-01 01:35:25,00414,상암동주민센터 옆,2,3,780.00,1993,M,내국인,ST-93,ST-94,LCD자전거
SPB-12037,2017-09-01 00:22:56,01010,강동세무서,8,2017-09-01 01:35:25,01022,길동 사거리(초소앞),12,65,2500.00,1985,M,내국인,ST-494,ST-505,LCD자전거
SPB-11136,2017-09-01 00:08:22,02102,봉림교 교통섬,12,2017-09-01 01:35:25,02102,봉림교 교통섬,10,83,1820.00,1992,F,내국인,ST-702,ST-702,LCD자전거
SPB-10948,2017-09-01 01:28:24,00635,시조사 앞,9,2017-09-01 01:35:26,00634,외국어대 정문 앞,13,6,530.00,1993,M,내국인,ST-402,ST-401,LCD자전거
SPB-06250,2017-09-01 01:11:48,01109,공항시장역 4번출구,1,2017-09-01 01:35:30,00713,양서중학교 옆,16,23,4580.00,1988,M,내국인,ST-511,ST-320,LCD자전거
SPB-02108,2017-09-01 00:23:45,01010,강동세무서,7,2017-09-01 01:35:32,01022,길동 사거리(초소앞),11,71,10870.00,1985,F,내국인,ST-494,ST-505,LCD자전거
SPB-02630,2017-09-01 01:18:11,00363,신설동역 11번출구 뒤,2,2017-09-01 01:35:33,00378,청계7가 사거리,5,17,1330.00,1992,F,내국인,ST-177,ST-193,LCD자전거
SPB-01520,2017-09-01 01:28:09,00520,상왕십리역 4번 출구 앞,9,2017-09-01 01:35:38,00383,신당역 12번 출구 뒤,7,7,1460.00,1994,M,내국인,ST-236,ST-198,LCD자전거
SPB-11283,2017-09-01 01:32:55,00107,수협 연남동지점,2,2017-09-01 01:35:41,00107,수협 연남동지점,2,2,290.00,1981,M,내국인,ST-9,ST-9,LCD자전거
SPB-06587,2017-09-01 01:31:11,01405,망우역 1번출구,8,2017-09-01 01:35:45,01404,동일로 지하차도,9,4,1330.00,1936,F,내국인,ST-568,ST-599,LCD자전거
SPB-00558,2017-09-01 01:27:39,01623,노원 구민회관,10,2017-09-01 01:35:45,01611,과기대 입구(우),7,7,1670.00,1985,M,내국인,ST-607,ST-604,LCD자전거
SPB-02515,2017-09-01 01:26:19,02127,난곡종점,4,2017-09-01 01:35:46,02157,난곡 사거리,2,9,2200.00,1968,M,내국인,ST-707,ST-711,LCD자전거
SPB-02691,2017-09-01 01:25:58,02265,이수고가차도 남단,8,2017-09-01 01:35:48,02215,반포종합운동장 입구,9,9,2110.00,1997,M,내국인,ST-949,ST-928,LCD자전거
SPB-00362,2017-09-01 01:26:45,00162,봉원고가차도 밑,5,2017-09-01 01:36:00,00124,서강대 정문 건너편,6,8,2450.00,1988,M,내국인,ST-219,ST-26,LCD자전거
SPB-01475,2017-09-01 01:11:09,01334,석관동주민센터 앞,2,2017-09-01 01:36:15,01323,월곡역 입구 육교 밑,6,24,2590.00,\N,\N,비회원,ST-580,ST-567,LCD자전거
SPB-05917,2017-09-01 01:21:50,00113,홍대입구역 2번출구 앞,25,2017-09-01 01:36:29,00166,가재울 초등학교,7,14,2460.00,1995,M,내국인,ST-18,ST-223,LCD자전거
SPB-02289,2017-09-01 01:32:57,01113,서남환경공원 버스정류장,7,2017-09-01 01:36:30,01111,마곡엠밸리6_7단지 마곡중학교,15,3,890.00,1975,M,내국인,ST-514,ST-512,LCD자전거
SPB-06638,2017-09-01 00:56:06,00559,왕십리역 4번 출구 건너편,4,2017-09-01 01:36:31,00375,다산 어린이공원,5,40,2150.00,1992,M,내국인,ST-360,ST-190,LCD자전거
SPB-07688,2017-09-01 01:34:13,00321,KEB 하나금융그룹 명동사옥 옆,5,2017-09-01 01:36:32,00332,을지로2가 사거리 남측,4,2,180.00,1967,F,내국인,ST-137,ST-148,LCD자전거
SPB-07949,2017-09-01 00:37:16,00272,당산육갑문,1,2017-09-01 01:36:44,01132,등촌역 7번출구,7,60,2390.00,1981,M,내국인,ST-426,ST-528,LCD자전거
SPB-12026,2017-09-01 00:54:54,01130,화곡본동시장 버스정류장,2,2017-09-01 01:36:46,00228,선유도역 3번출구 앞,1,41,5870.00,1991,M,내국인,ST-526,ST-278,LCD자전거
SPB-01351,2017-09-01 01:25:27,01109,공항시장역 4번출구,5,2017-09-01 01:36:55,01112,마곡엠밸리4단지 정문,4,11,2190.00,1958,M,내국인,ST-511,ST-513,LCD자전거
SPB-06788,2017-09-01 01:24:10,00917,녹번역 3번출구,3,2017-09-01 01:37:11,00913,이마트 버스정류장(서부경찰서 방면),3,12,1540.00,1968,M,내국인,ST-465,ST-461,LCD자전거
SPB-05477,2017-09-01 00:19:16,00152,마포구민체육센터 앞,23,2017-09-01 01:37:18,00561,서울숲역 2번출구 앞,5,77,19610.00,\N,\N,비회원,ST-209,ST-362,LCD자전거
SPB-07789,2017-09-01 00:46:29,00318,광교사거리 남측,10,2017-09-01 01:37:18,00624,전농동 동아아파트 앞,5,47,2240.00,1986,M,내국인,ST-134,ST-392,LCD자전거
SPB-07728,2017-09-01 01:15:16,01410,면목 대원칸타빌아파트,2,2017-09-01 01:37:22,00526,용답토속공원 앞,5,19,760.00,1982,M,내국인,ST-573,ST-242,LCD자전거
SPB-06001,2017-09-01 01:03:36,02358,구룡초사거리 (현대아파트10동 앞 ),8,2017-09-01 01:37:37,02319,포스코사거리 서측(수협 삼성동 지점),5,33,3900.00,1970,M,내국인,ST-957,ST-802,LCD자전거
SPB-09373,2017-09-01 01:19:05,01403,중화빌딩 앞 (동부시장),10,2017-09-01 01:37:39,01429,장안중학교,7,17,1330.00,1994,M,내국인,ST-566,ST-854,LCD자전거
SPB-06883,2017-09-01 01:01:32,01936,개봉역 1번 출구 자전거보관서쪽,2,2017-09-01 01:37:45,01140,목동사거리 버스정류장,3,35,8040.00,1980,M,내국인,ST-870,ST-534,LCD자전거
SPB-03048,2017-09-01 01:18:00,01403,중화빌딩 앞 (동부시장),4,2017-09-01 01:37:49,01429,장안중학교,8,19,2560.00,1994,M,내국인,ST-566,ST-854,LCD자전거
SPB-04752,2017-09-01 01:18:35,01403,중화빌딩 앞 (동부시장),8,2017-09-01 01:37:55,01429,장안중학교,11,19,2550.00,1994,M,내국인,ST-566,ST-854,LCD자전거
SPB-11431,2017-09-01 00:43:22,00548,자양나들목,11,2017-09-01 01:37:55,00642,신답역 사거리,3,52,2600.00,1991,M,내국인,ST-258,ST-409,LCD자전거
SPB-02874,2017-09-01 00:53:13,01929,고척근린공원 고척도서관 앞,8,2017-09-01 01:37:56,01911,구로디지털단지역 앞,3,44,7430.00,1970,M,내국인,ST-676,ST-668,LCD자전거
SPB-10080,2017-09-01 01:32:03,01606,태릉입구역 3번출구,7,2017-09-01 01:37:56,01408,먹골역 6번출구 앞,1,5,330.00,1989,M,내국인,ST-602,ST-570,LCD자전거
SPB-12113,2017-09-01 01:21:48,01403,중화빌딩 앞 (동부시장),6,2017-09-01 01:38:08,01429,장안중학교,7,15,1680.00,1994,M,내국인,ST-566,ST-854,LCD자전거
SPB-08804,2017-09-01 01:26:03,00159,이대역 4번 출구,7,2017-09-01 01:38:08,00111,상수역 2번출구 앞,8,11,1380.00,1975,M,내국인,ST-216,ST-15,LCD자전거
SPB-04423,2017-09-01 01:09:06,00228,선유도역 3번출구 앞,1,2017-09-01 01:38:14,00262,영문초등학교 사거리,7,28,3190.00,1994,M,내국인,ST-278,ST-416,LCD자전거
SPB-12249,2017-09-01 00:03:34,00535,응봉삼거리,15,2017-09-01 01:38:17,00535,응봉삼거리,8,89,12170.00,1980,F,내국인,ST-247,ST-247,LCD자전거
SPB-07617,2017-09-01 01:31:22,01823,W컨템포오피스텔앞,1,2017-09-01 01:38:18,01829,홈플러스 금천점 앞,7,6,420.00,1970,M,내국인,ST-631,ST-636,LCD자전거
SPB-00967,2017-09-01 01:06:39,02311,학동로 래미안 아파트 앞,5,2017-09-01 01:38:23,02349,역삼빌딩 앞(하나은행 옆),2,31,4220.00,1988,M,내국인,ST-786,ST-959,LCD자전거
SPB-12444,2017-09-01 01:23:36,00810,이태원지하보도,6,2017-09-01 01:38:31,00818,숙명여대 입구 교차로,13,14,1780.00,1992,M,내국인,ST-331,ST-437,LCD자전거
SPB-11566,2017-09-01 01:18:42,00602,장안동 사거리,10,2017-09-01 01:38:37,00621,전농초등학교 건너편,12,19,360.00,1971,M,내국인,ST-262,ST-389,LCD자전거
SPB-07821,2017-09-01 01:27:38,02028,남성역 2번출구 뒷편,9,2017-09-01 01:38:41,02228,뒷벌공원 옆,2,10,890.00,1992,F,내국인,ST-878,ST-758,LCD자전거
SPB-09401,2017-09-01 01:09:30,00826,서울역 서부교차로2,20,2017-09-01 01:38:42,00101,(구)합정동 주민센터,5,26,1690.00,1988,F,내국인,ST-946,ST-3,LCD자전거
SPB-11855,2017-09-01 01:33:58,00128,신촌역(2호선) 1번출구 옆,6,2017-09-01 01:38:50,00121,마포소방서 앞,7,4,610.00,\N,\N,비회원,ST-30,ST-23,LCD자전거
SPB-12254,2017-09-01 01:00:26,00560,비전교회 앞,4,2017-09-01 01:38:53,00602,장안동 사거리,3,34,1560.00,1982,M,내국인,ST-361,ST-262,LCD자전거
SPB-11159,2017-09-01 01:19:06,01914,대림역4번출구,6,2017-09-01 01:39:06,02103,신림동 우방아파트,9,18,2220.00,1982,M,내국인,ST-918,ST-703,LCD자전거
SPB-05581,2017-09-01 01:01:33,00114,홍대입구역 8번출구 앞,4,2017-09-01 01:39:07,00257,신길삼거리(우리은행),6,37,7600.00,1982,M,내국인,ST-20,ST-305,LCD자전거
SPB-11532,2017-09-01 00:53:57,02360,도곡1동 주민센터 교차로,1,2017-09-01 01:39:07,02360,도곡1동 주민센터 교차로,1,45,8540.00,1989,M,내국인,ST-956,ST-956,LCD자전거
SPB-06822,2017-09-01 01:26:50,00900,은평예술회관,5,2017-09-01 01:39:21,00908,구산역 4번출구,10,12,1740.00,1976,M,내국인,ST-448,ST-456,LCD자전거
SPB-04000,2017-09-01 01:33:33,00502,자양(뚝섬한강공원)역 1번출구 앞,6,2017-09-01 01:39:27,00501,광진문화예술회관 앞,4,5,1190.00,1994,M,내국인,ST-99,ST-98,LCD자전거
SPB-03216,2017-09-01 01:34:14,00228,선유도역 3번출구 앞,8,2017-09-01 01:39:28,00268,그랜드컨벤션센터 앞,\N,4,710.00,1990,M,내국인,ST-278,ST-422,LCD자전거
SPB-04834,2017-09-01 01:34:15,00228,선유도역 3번출구 앞,6,2017-09-01 01:39:30,00268,그랜드컨벤션센터 앞,5,4,710.00,1990,M,내국인,ST-278,ST-422,LCD자전거
SPB-07061,2017-09-01 01:23:24,02135,신림역 5번출구,2,2017-09-01 01:39:30,02116,에이스에이존빌딩,3,15,2190.00,\N,\N,비회원,ST-708,ST-717,LCD자전거
SPB-09919,2017-09-01 01:31:29,00820,청파동입구 교차로,6,2017-09-01 01:39:31,00818,숙명여대 입구 교차로,3,7,370.00,1986,M,내국인,ST-439,ST-437,LCD자전거
SPB-11775,2017-09-01 01:32:28,00614,용두동 사거리,7,2017-09-01 01:39:36,00614,용두동 사거리,1,6,170.00,1997,M,내국인,ST-273,ST-273,LCD자전거
SPB-06310,2017-09-01 01:23:13,02135,신림역 5번출구,3,2017-09-01 01:39:38,02116,에이스에이존빌딩,1,16,2170.00,\N,\N,비회원,ST-708,ST-717,LCD자전거
SPB-12342,2017-09-01 00:58:47,00516,광진메디칼 앞,7,2017-09-01 01:39:44,01235,잠실트리지움310동 옆,12,40,4040.00,1993,M,내국인,ST-114,ST-553,LCD자전거
SPB-11083,2017-09-01 01:09:12,01906,신도림역 1번 출구 앞,2,2017-09-01 01:39:47,02107,도림천 신화교,6,27,4140.00,1978,M,내국인,ST-664,ST-713,LCD자전거
SPB-00768,2017-09-01 01:33:19,00502,자양(뚝섬한강공원)역 1번출구 앞,1,2017-09-01 01:39:55,00501,광진문화예술회관 앞,13,6,1140.00,1994,M,내국인,ST-99,ST-98,LCD자전거
SPB-04176,2017-09-01 01:10:10,01210,롯데월드타워(잠실역2번출구 쪽),21,2017-09-01 01:39:59,01011,LIGA 아파트 앞,1,29,4920.00,1992,F,내국인,ST-891,ST-495,LCD자전거
SPB-06750,2017-09-01 00:13:48,00347,동대문역사문화공원역 9번출구 앞,10,2017-09-01 01:40:00,00540,군자역 7번출구 베스트샵 앞,1,85,11170.00,1992,F,내국인,ST-163,ST-253,LCD자전거
SPB-07956,2017-09-01 01:37:18,00363,신설동역 11번출구 뒤,4,2017-09-01 01:40:01,00605,신설동역8번출구,3,2,280.00,1971,M,내국인,ST-177,ST-265,LCD자전거
SPB-03005,2017-09-01 01:33:58,02349,역삼빌딩 앞(하나은행 옆),3,2017-09-01 01:40:18,02360,도곡1동 주민센터 교차로,2,6,1200.00,1996,M,내국인,ST-959,ST-956,LCD자전거
SPB-06465,2017-09-01 00:27:19,01020,강동경찰서,3,2017-09-01 01:40:21,00543,구의공원(테크노마트 앞),13,71,9590.00,\N,\N,비회원,ST-503,ST-255,LCD자전거
SPB-07185,2017-09-01 01:13:53,02262,한신16차아파트 119동 앞,17,2017-09-01 01:40:21,00556,달맞이공원,20,26,4510.00,1997,F,내국인,ST-776,ST-357,LCD자전거
SPB-06534,2017-09-01 00:59:46,01126,우장산역 1번출구옆(우장산아이파크105동앞),4,2017-09-01 01:40:33,00414,상암동주민센터 옆,6,40,8670.00,1984,M,내국인,ST-523,ST-94,LCD자전거
SPB-06724,2017-09-01 01:37:41,01403,중화빌딩 앞 (동부시장),13,2017-09-01 01:40:36,01404,동일로 지하차도,8,2,350.00,1995,M,내국인,ST-566,ST-599,LCD자전거
SPB-03155,2017-09-01 01:26:10,02028,남성역 2번출구 뒷편,5,2017-09-01 01:40:38,02028,남성역 2번출구 뒷편,5,14,70.00,\N,\N,비회원,ST-878,ST-878,LCD자전거
SPB-11343,2017-09-01 01:07:27,01705,도봉구청 정문앞,8,2017-09-01 01:40:43,01511,번동 금호어울림아파트102동앞,8,30,1490.00,1972,M,내국인,ST-614,ST-861,LCD자전거
SPB-11326,2017-09-01 01:15:02,02312,청담역 13번 출구 앞,5,2017-09-01 01:40:49,02337,대모산입구역 2번출구 앞,1,25,470.00,1972,F,내국인,ST-795,ST-782,LCD자전거
SPB-05353,2017-09-01 01:28:58,00634,외국어대 정문 앞,19,2017-09-01 01:41:07,01334,석관동주민센터 앞,1,11,2380.00,1996,M,내국인,ST-401,ST-580,LCD자전거
SPB-08575,2017-09-01 00:57:21,00358,성균관대입구 사거리 A,7,2017-09-01 01:41:14,00351,청운초교 앞 삼거리,8,41,2010.00,1984,M,내국인,ST-173,ST-167,LCD자전거
SPB-04361,2017-09-01 01:22:00,02220,반포본동 주민센터 앞,2,2017-09-01 01:41:14,02034,사당역 7번출구쪽,3,18,3080.00,1990,M,내국인,ST-751,ST-924,LCD자전거
SPB-05184,2017-09-01 01:21:29,02050,노량진역 5번출구,4,2017-09-01 01:41:17,02016,신대방삼거리역 3번출구쪽,7,19,2460.00,1987,M,내국인,ST-699,ST-688,LCD자전거
SPB-06655,2017-09-01 00:34:25,02027,중앙대학교 정문 1,10,2017-09-01 01:41:18,02327,뱅뱅사거리 랜드마크타워 앞,7,66,10770.00,1994,M,내국인,ST-693,ST-810,LCD자전거
SPB-12284,2017-09-01 01:25:29,00816,신용산역 6번출구 앞,6,2017-09-01 01:41:19,00806,전자랜드 본관 앞,8,13,760.00,1988,M,내국인,ST-435,ST-327,LCD자전거
SPB-00105,2017-09-01 01:25:37,00816,신용산역 6번출구 앞,8,2017-09-01 01:41:20,00806,전자랜드 본관 앞,7,15,1700.00,1988,M,내국인,ST-435,ST-327,LCD자전거
SPB-11902,2017-09-01 00:51:38,00524,래미안금호하이리버 아파트 102동 옆,2,2017-09-01 01:41:22,02313,금원빌딩 앞,2,46,5010.00,1967,M,내국인,ST-240,ST-796,LCD자전거
SPB-09036,2017-09-01 01:22:39,02220,반포본동 주민센터 앞,4,2017-09-01 01:41:23,02034,사당역 7번출구쪽,8,18,1140.00,1990,M,내국인,ST-751,ST-924,LCD자전거
SPB-00245,2017-09-01 01:03:30,01228,마천사거리,5,2017-09-01 01:41:32,01212,송파역 2번 출구앞,1,37,4330.00,\N,\N,비회원,ST-896,ST-839,LCD자전거
SPB-00008,2017-09-01 01:02:04,00586,마장동 주민센터,7,2017-09-01 01:41:33,01013,강동구청역 1번 출입구,2,39,10920.00,1991,M,내국인,ST-447,ST-497,LCD자전거
SPB-07461,2017-09-01 01:05:55,00150,서강대역 2번출구 앞,4,2017-09-01 01:41:49,00133,해담는다리,2,34,4830.00,1978,M,내국인,ST-207,ST-35,LCD자전거
SPB-11174,2017-09-01 01:13:07,01012,천호역효성해링턴타워 앞,1,2017-09-01 01:41:51,01220,잠실근린공원,2,29,0.00,1997,M,내국인,ST-496,ST-546,LCD자전거
SPB-11726,2017-09-01 01:33:02,02107,도림천 신화교,6,2017-09-01 01:42:02,02135,신림역 5번출구,3,8,810.00,1983,M,내국인,ST-713,ST-708,LCD자전거
SPB-01394,2017-09-01 01:36:14,02157,난곡 사거리,6,2017-09-01 01:42:05,02106,세이브마트,10,5,1160.00,1992,M,내국인,ST-711,ST-705,LCD자전거
SPB-12372,2017-09-01 01:37:49,00266,영등포청과시장 사거리,5,2017-09-01 01:42:23,00230,영등포구청역 7번출구,4,3,310.00,1989,M,내국인,ST-420,ST-413,LCD자전거
SPB-06599,2017-09-01 01:31:14,00926,불광역 8번출구,1,2017-09-01 01:42:24,00907,CJ 드림시티,5,10,2080.00,1997,F,내국인,ST-474,ST-455,LCD자전거
SPB-11675,2017-09-01 01:18:21,00111,상수역 2번출구 앞,9,2017-09-01 01:42:29,00142,아현역 4번출구 앞,4,24,1680.00,1993,M,내국인,ST-15,ST-200,LCD자전거
SPB-03563,2017-09-01 01:37:26,00617,청솔우성아파트 앞,15,2017-09-01 01:42:33,00616,서울시립대 정문 앞 A,3,4,1080.00,1992,M,내국인,ST-276,ST-275,LCD자전거
SPB-12418,2017-09-01 01:01:37,00176,명지대학교 도서관,6,2017-09-01 01:42:35,00182,망원2빗물펌프장 앞,8,42,4310.00,1993,M,내국인,ST-555,ST-340,LCD자전거
SPB-06234,2017-09-01 01:32:00,00521,왕십리역 11번 출구 앞,1,2017-09-01 01:42:42,00525,한양대병원사거리,10,10,1130.00,1994,M,내국인,ST-237,ST-241,LCD자전거
